short_description,header_image,categories,genres
"A unique psychological action thriller delivered by A-list Hollywood performances by Elliot Page and Willem Dafoe, Beyond: Two Souls takes you on a thrilling journey across the globe as you play out the remarkable life of Jodie Holmes.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/960990/header.jpg?t=1667468566,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","Action, Adventure"
The game that defined the survival-horror genre is back! Check out the remastered HD version of Resident Evil.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/304240/header.jpg?t=1768956401,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Adventure"
"Sonic Mania is an all-new adventure with Sonic, Tails, and Knuckles full of unique bosses, rolling 2D landscapes, and fun classic gameplay.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/584400/header.jpg?t=1762751921,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","Action, Adventure, Casual"
Serious Sam 3: BFE is a prequel to the original indie fast action FPS and Game of the Year sensation - Serious Sam: The First Encounter!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/41070/header.jpg?t=1728688460,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","Action, Indie"
"ICEY is a 2D side-scrolling action game and a META game in disguise. As you follow the narrator's omnipresent voice, you will see through ICEY's eyes and learn the truth about her world. The narrator will constantly urge you in one direction, but you must ask, &quot;Why? Why am I following his directions?“ Obey? Rebel?",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/553640/header.jpg?t=1726730514,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","Action, Adventure, RPG"
"Welcome to Crush Crush - the Idle Dating Sim! Meet, flirt, and fall in love with a motley cast of girls in this heartfelt and hilarious game.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/459820/7a4be8e671a0a155c01150d16e4f1b9dd515dd79/header.jpg?t=1775765259,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet","Casual, Indie, Free To Play"
"From Remedy Entertainment, the masters of cinematic action games, comes Quantum Break, a time-amplified suspenseful blockbuster. The Quantum Break experience is part game, part live action show—where decisions in one dramatically affect the other.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/474960/header.jpg?t=1773351175,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",Action
Shadow Warrior is a bold reimagining of the classic 3D Realms’ shooter from independent developer Flying Wild Hog (Hard Reset) starring the legendary and quick-witted warrior Lo Wang.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/233130/header.jpg?t=1710246206,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure"
"Super Hexagon is a minimal action game by Terry Cavanagh, with music by Chipzel.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/221640/header.jpg?t=1653925774,"Single-player, Full controller support, Family Sharing","Action, Indie"
"London, 1868. Lead your underworld organization in the midst of the Industrial Revolution to break the corrupt stranglehold on the city in a visceral adventure filled with action, intrigue, and brutal combat.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/368500/header.jpg?t=1766772262,"Single-player, Steam Achievements, In-App Purchases, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, Save Anytime, Stereo Sound, Surround Sound, Partial Controller Support","Action, Adventure"
"Shadow Warrior 2 is the stunning evolution of Flying Wild Hog’s offbeat first-person shooter starring the brash warrior Lo Wang, who must again wield a devastating combination of guns, blades, magic and wit to strike down the demonic legions overwhelming the world.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/324800/header.jpg?t=1728689727,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure"
"The world’s first and premier Action MMO Third Person Shooter allows you to choose between two sides of the law. Play as Enforcer or Criminal, customize your gear for the task at hand and hit the streets and play how you want in a city filled with more action this side of a Hollywood blockbuster.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/113400/7ac035c2ba8f7be6ec8f987962b65142f8f25475/header_alt_assets_9.jpg?t=1774579122,"Multi-player, MMO, Steam Achievements","Action, Massively Multiplayer, Free To Play"
"Hacknet is an immersive, terminal-based hacking simulator for PC. Dive down a rabbit hoIe as you follow the instructions of a recently deceased hacker, whose death may not have been the accident the media reports.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/365450/1e29fd71c7868652cee45ba70c1575087c5dbe55/header.jpg?t=1758156718,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Adjustable Text Size, Camera Comfort, Playable without Timed Input, Steam Cloud, Includes level editor, Family Sharing","Indie, Simulation"
You're here to slay the princess. Don't believe her lies.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1989270/74a54248cfec29144de5e867a333c30e6d62801d/header.jpg?t=1775751748,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Custom Volume Controls, Keyboard Only Option, Mouse Only Option, Narrated Game Menus, Playable without Timed Input, Save Anytime, Subtitle Options, Steam Cloud, Family Sharing","Adventure, Indie, RPG, Simulation"
"Travel to the desert community of Sandrock and take on the role of a fledgling Builder. Use your trusty toolset to gather resources, construct machines, and turn your run-down workshop into a well-oiled production facility to save the town from the jaws of economic ruin!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1084600/header.jpg?t=1758092038,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Casual, Indie, RPG, Simulation"
"Complete your Total War collection with this Definitive Edition of Total War: NAPOLEON, which includes all DLC and feature updates since the game’s release",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/34030/header.jpg?t=1765308018,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Stats, Family Sharing",Strategy
"There is no game. So don't go messing things up by clicking everywhere. You don’t want to be kicked out of your video game world, do you? Of course not!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1240210/header.jpg?t=1728289933,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","Adventure, Casual, Indie"
"Battle through an onslaught of mystical backwater cultists, possessed militants &amp; even darker forces as you attempt to discover just what lurks beneath the Earth in this retro FPS inspired by the '90s legends.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/519860/20283611e9d427c4bfb5c5d23772c988df74a147/header.jpg?t=1767216306,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","Action, Indie"
Total War: SHOGUN 2 is the perfect mix of real-time and turn-based strategy gaming for newcomers and veterans alike.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/201270/header.jpg?t=1763649183,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing",Strategy
"Use your power, show your might! Play this Multiplayer Online Battle Arena (MOBA) game! AWESOMENAUTS combines 2D platforming with team-based strategy and hero based action. Whether you are a new recruit or an intergalactic legend, play AWESOMENAUTS!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/204300/f9e4fd882426cc2942ace7560492ad1d0e842ac6/header.jpg?t=1763057499,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","Action, Indie, Strategy"
"Master the art of siege tactics in Conqueror's Blade, a tactical action MMO brought to you by Booming Tech. Create your hero, command medieval units, and ride out for epic online battles in a vast new world. Play for free today!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/905370/header.jpg?t=1726678944,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Remote Play on Tablet, Family Sharing","Action, Massively Multiplayer, Strategy, Free To Play"
"New additions and game upgrades deliver added levels of depth, drama and football authenticity. FM21 empowers you like never before to develop your skills and command success at your club.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1263850/header.jpg?t=1671725363,"Single-player, Multi-player, Steam Achievements, Steam Cloud, Family Sharing","Simulation, Sports"
"Buy an abandoned gas station and restore it to its full glory. Renovate, upgrade and expand upon the offered services to keep up with your clients demands.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1149620/ba073f748dc99c26ea9bf8e2eacda8ef449802a2/header.jpg?t=1775562884,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Casual, Indie, Simulation"
Delve into a dark adventure following the boy with a prosthetic face and a tragic past. Unravel the sinister mysteries of Sally's world to find the truth that lies hidden beneath the shadows.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/541570/header.jpg?t=1767808850,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie"
